row,size,numberQueries,dataDistribution,compressedTimes,uncompressedTimes,y
603,160000,10000,0,34.7029,34.674,False
604,160000,10000,1,3.75568,3.73921,False
605,160000,10000,2,34.339,34.2537,False
606,160000,10000,0,34.6101,34.7158,True
607,160000,10000,1,3.69473,3.75497,True
608,160000,10000,2,34.8355,34.6992,False
609,160000,10000,0,34.8264,34.4001,False
610,160000,10000,1,3.68239,3.66692,False
611,160000,10000,2,34.452,34.7203,True
612,160000,10000,0,34.3249,34.1959,False
613,160000,10000,1,3.7196,3.71418,False
614,160000,10000,2,34.5854,34.2887,False
615,160000,10000,0,34.6622,34.4233,False
616,160000,10000,1,3.75456,3.70972,False
617,160000,10000,2,35.1831,34.7461,False
618,160000,10000,0,34.6605,34.3324,False
619,160000,10000,1,3.75765,3.71864,False
620,160000,10000,2,34.4793,34.3369,False
621,160000,10000,0,34.5002,34.3318,False
622,160000,10000,1,3.76504,3.69586,False
623,160000,10000,2,34.9743,34.6924,False
624,160000,10000,0,34.8652,34.9006,True
625,160000,10000,1,3.69885,3.7198,True
626,160000,10000,2,34.7777,34.7687,False
627,160000,10000,0,34.7118,34.2892,False
628,160000,10000,1,3.6962,3.7357,True
629,160000,10000,2,35.211,35.1467,False
630,160000,10000,0,34.7345,34.8429,True
631,160000,10000,1,3.70665,3.65671,False
632,160000,10000,2,34.8815,34.3958,False
633,160000,10000,0,34.796,34.5157,False
634,160000,10000,1,3.65702,3.68949,True
635,160000,10000,2,34.6169,34.6139,False
636,160000,10000,0,34.5105,34.2552,False
637,160000,10000,1,3.6871,3.69172,True
638,160000,10000,2,34.5156,34.5055,False
639,160000,10000,0,34.5807,34.5472,False
640,160000,10000,1,3.71813,3.74716,True
641,160000,10000,2,34.7161,34.4599,False
642,160000,10000,0,34.9257,34.7186,False
643,160000,10000,1,3.68023,3.68646,True
644,160000,10000,2,34.8159,34.4732,False
645,160000,10000,0,34.2372,34.0841,False
646,160000,10000,1,3.64556,3.70653,True
647,160000,10000,2,34.2366,34.8249,True
648,160000,10000,0,34.7157,34.6273,False
649,160000,10000,1,3.62324,3.75839,True
650,160000,10000,2,34.6908,34.6828,False
651,160000,10000,0,34.745,34.9161,True
652,160000,10000,1,3.77036,3.71707,False
653,160000,10000,2,34.5913,34.6887,True
654,160000,10000,0,34.6975,34.9848,True
655,160000,10000,1,3.73883,3.72904,False
656,160000,10000,2,34.6187,35.074,True
657,160000,10000,0,34.6109,34.625,True
658,160000,10000,1,3.69081,3.66986,False
659,160000,10000,2,34.5601,34.3255,False
660,160000,10000,0,34.2862,34.1984,False
661,160000,10000,1,3.67618,3.63016,False
662,160000,10000,2,34.7142,34.5502,False
663,160000,10000,0,34.4986,34.4119,False
664,160000,10000,1,3.70367,3.70204,False
665,160000,10000,2,34.5101,34.4183,False
666,160000,10000,0,34.777,34.6187,False
667,160000,10000,1,3.6682,3.65364,False
668,160000,10000,2,34.7793,34.5283,False
669,160000,10000,0,34.7259,34.5473,False
670,160000,10000,1,3.71217,3.69804,False
671,160000,10000,2,34.5498,34.5479,False
672,160000,10000,0,34.4639,34.5225,True
673,160000,10000,1,3.69872,3.66123,False
674,160000,10000,2,34.3013,34.2537,False
675,160000,10000,0,34.6128,34.6954,True
676,160000,10000,1,3.66711,3.69906,True
677,160000,10000,2,34.6982,34.6406,False
678,160000,10000,0,34.6718,34.3796,False
679,160000,10000,1,3.69629,3.71052,True
680,160000,10000,2,34.1843,34.3787,True
681,160000,10000,0,34.423,34.5912,True
682,160000,10000,1,3.71046,3.6735,False
683,160000,10000,2,34.4751,34.3383,False
684,160000,10000,0,34.7608,34.7414,False
685,160000,10000,1,3.66266,3.68749,True
686,160000,10000,2,34.5961,34.4287,False
687,160000,10000,0,34.2974,34.4297,True
688,160000,10000,1,3.72693,3.70353,False
689,160000,10000,2,34.4063,34.3085,False
690,160000,10000,0,34.3887,34.4094,True
691,160000,10000,1,3.65166,3.74092,True
692,160000,10000,2,34.1589,34.2789,True
693,160000,10000,0,34.7371,34.1764,False
694,160000,10000,1,3.65845,3.67967,True
695,160000,10000,2,34.4971,34.3569,False
696,160000,10000,0,34.6262,35.1009,True
697,160000,10000,1,3.73498,3.71989,False
698,160000,10000,2,34.8693,34.4942,False
699,160000,10000,0,34.5931,34.4091,False
700,160000,10000,1,3.59734,3.64415,True
701,160000,10000,2,34.1957,34.4137,True
702,160000,10000,0,34.6,34.0865,False
703,160000,10000,1,3.60005,3.64562,True
704,160000,10000,2,34.6159,34.6119,False
705,160000,10000,0,34.4445,34.4374,False
706,160000,10000,1,3.6646,3.68779,True
707,160000,10000,2,34.2822,34.1248,False
708,160000,10000,0,34.0067,34.4699,True
709,160000,10000,1,3.65786,3.63206,False
710,160000,10000,2,34.4682,34.4912,True
711,160000,10000,0,34.6658,34.5378,False
712,160000,10000,1,3.6554,3.68682,True
713,160000,10000,2,34.0747,34.6166,True
714,160000,10000,0,33.9305,34.2182,True
715,160000,10000,1,3.69992,3.71009,True
716,160000,10000,2,34.6484,34.329,False
717,160000,10000,0,34.2289,34.2946,True
718,160000,10000,1,3.68807,3.64053,False
719,160000,10000,2,34.4395,34.3875,False
720,160000,10000,0,34.548,34.725,True
721,160000,10000,1,3.68964,3.65435,False
722,160000,10000,2,34.2028,34.1835,False
723,160000,10000,0,33.8879,33.8956,True
724,160000,10000,1,3.53628,3.65459,True
725,160000,10000,2,33.8144,33.9046,True
726,160000,10000,0,34.1516,33.9756,False
727,160000,10000,1,3.62657,3.65169,True
728,160000,10000,2,34.2194,33.9212,False
729,160000,10000,0,33.9269,34.3569,True
730,160000,10000,1,3.66654,3.66958,True
731,160000,10000,2,33.9896,34.0438,True
732,160000,10000,0,34.1015,33.9783,False
733,160000,10000,1,3.59093,3.6344,True
734,160000,10000,2,33.8134,33.8727,True
735,160000,10000,0,34.3222,34.3125,False
736,160000,10000,1,3.65206,3.61718,False
737,160000,10000,2,34.012,34.0968,True
738,160000,10000,0,34.0198,33.9808,False
739,160000,10000,1,3.68176,3.6711,False
740,160000,10000,2,34.0208,34.0557,True
741,160000,10000,0,34.0045,34.0051,True
742,160000,10000,1,3.65954,3.59637,False
743,160000,10000,2,33.9751,34.1685,True
744,160000,10000,0,34.1573,34.3297,True
745,160000,10000,1,3.59406,3.68158,True
746,160000,10000,2,34.6654,33.9008,False
747,160000,10000,0,34.1902,34.4143,True
748,160000,10000,1,3.61359,3.60283,False
749,160000,10000,2,34.6333,34.1824,False
750,160000,10000,0,33.9901,34.3083,True
751,160000,10000,1,3.63714,3.61273,False
752,160000,10000,2,33.9657,33.884,False
753,160000,10000,0,34.1525,34.4588,True
754,160000,10000,1,3.74329,3.65663,False
755,160000,10000,2,34.209,34.004,False
756,160000,10000,0,34.2009,34.3994,True
757,160000,10000,1,3.68622,3.66569,False
758,160000,10000,2,34.2561,33.9596,False
759,160000,10000,0,34.2469,34.1532,False
760,160000,10000,1,3.67262,3.64429,False
761,160000,10000,2,33.9668,34.3738,True
762,160000,10000,0,33.8554,34.3574,True
763,160000,10000,1,3.6168,3.66214,True
764,160000,10000,2,34.0592,34.2751,True
765,160000,10000,0,34.5279,34.1541,False
766,160000,10000,1,3.65154,3.68304,True
767,160000,10000,2,34.1556,33.8402,False
768,160000,10000,0,33.9591,33.7692,False
769,160000,10000,1,3.68482,3.69224,True
770,160000,10000,2,34.938,34.3566,False
771,160000,10000,0,34.4542,34.4601,True
772,160000,10000,1,3.73402,3.73022,False
773,160000,10000,2,33.9158,34.1585,True
774,160000,10000,0,34.1022,34.5375,True
775,160000,10000,1,3.69307,3.64081,False
776,160000,10000,2,33.8861,34.5333,True
777,160000,10000,0,34.3346,34.7185,True
778,160000,10000,1,3.69833,3.68864,False
779,160000,10000,2,34.5638,34.0271,False
780,160000,10000,0,34.1886,34.1195,False
781,160000,10000,1,3.63071,3.65636,True
782,160000,10000,2,34.5328,34.1234,False
783,160000,10000,0,34.2025,33.8586,False
784,160000,10000,1,3.71398,3.66085,False
785,160000,10000,2,34.3119,34.3103,False
786,160000,10000,0,34.1739,34.1548,False
787,160000,10000,1,3.66543,3.7174,True
788,160000,10000,2,34.5156,34.5791,True
789,160000,10000,0,34.723,34.7227,False
790,160000,10000,1,3.76716,3.7485,False
791,160000,10000,2,34.8225,34.7934,False
792,160000,10000,0,34.3277,34.4471,True
793,160000,10000,1,3.70975,3.68684,False
794,160000,10000,2,34.59,34.6019,True
795,160000,10000,0,34.8863,34.3241,False
796,160000,10000,1,3.6852,3.6758,False
797,160000,10000,2,34.4733,34.5648,True
798,160000,10000,0,34.5191,34.494,False
799,160000,10000,1,3.7515,3.70119,False
800,160000,10000,2,34.5177,34.4931,False
801,160000,10000,0,34.3044,33.9205,False
802,160000,10000,1,3.73722,3.66521,False
803,160000,10000,2,34.3159,34.3873,True
804,160000,10000,0,34.2884,34.1508,False
805,160000,10000,1,3.70871,3.68092,False
806,160000,10000,2,34.4041,34.2989,False
807,160000,10000,0,34.6784,34.4624,False
808,160000,10000,1,3.64748,3.70332,True
809,160000,10000,2,34.4417,34.2314,False
810,160000,10000,0,34.3971,34.2827,False
811,160000,10000,1,3.71875,3.75572,True
812,160000,10000,2,34.457,34.2241,False
813,160000,10000,0,34.6672,34.5776,False
814,160000,10000,1,3.68083,3.69398,True
815,160000,10000,2,34.497,34.2382,False
816,160000,10000,0,34.5364,34.3457,False
817,160000,10000,1,3.7083,3.69705,False
818,160000,10000,2,34.2305,34.3036,True
819,160000,10000,0,34.3772,34.2017,False
820,160000,10000,1,3.69931,3.718,True
821,160000,10000,2,34.5588,34.2876,False
822,160000,10000,0,34.6596,34.2958,False
823,160000,10000,1,3.74111,3.76374,True
824,160000,10000,2,34.2823,34.2927,True
825,160000,10000,0,34.4681,34.3018,False
826,160000,10000,1,3.71725,3.70493,False
827,160000,10000,2,34.1349,34.4874,True
828,160000,10000,0,34.5885,34.1423,False
829,160000,10000,1,3.71233,3.66962,False
830,160000,10000,2,34.6226,34.4206,False
831,160000,10000,0,35.0571,34.5221,False
832,160000,10000,1,3.70192,3.64041,False
833,160000,10000,2,34.2519,34.7692,True
834,160000,10000,0,34.5143,34.3437,False
835,160000,10000,1,3.66205,3.68626,True
836,160000,10000,2,34.4582,34.3893,False
837,160000,10000,0,34.4834,34.1791,False
838,160000,10000,1,3.66301,3.67054,True
839,160000,10000,2,34.3553,34.2233,False
840,160000,10000,0,33.9299,34.1548,True
841,160000,10000,1,3.65829,3.68853,True
842,160000,10000,2,34.311,34.4971,True
843,160000,10000,0,34.5449,34.6069,True
844,160000,10000,1,3.71086,3.67429,False
845,160000,10000,2,34.2459,34.3652,True
846,160000,10000,0,34.547,34.2217,False
847,160000,10000,1,3.69123,3.69182,True
848,160000,10000,2,34.1953,34.6568,True
849,160000,10000,0,34.5615,34.0141,False
850,160000,10000,1,3.6831,3.71328,True
851,160000,10000,2,34.1041,34.145,True
852,160000,10000,0,34.7199,34.6244,False
853,160000,10000,1,3.72359,3.65544,False
854,160000,10000,2,34.7013,34.6729,False
855,160000,10000,0,34.7212,34.713,False
856,160000,10000,1,3.78377,3.65159,False
857,160000,10000,2,34.4287,34.558,True
858,160000,10000,0,34.9166,34.7764,False
859,160000,10000,1,3.707,3.74725,True
860,160000,10000,2,34.5459,34.7386,True
861,160000,10000,0,34.2501,34.3696,True
862,160000,10000,1,3.63551,3.6223,False
863,160000,10000,2,34.1401,34.0515,False
864,160000,10000,0,34.4599,34.3778,False
865,160000,10000,1,3.70691,3.73776,True
866,160000,10000,2,34.2735,34.6374,True
867,160000,10000,0,34.702,34.6891,False
868,160000,10000,1,3.70917,3.64264,False
869,160000,10000,2,34.5916,34.5998,True
870,160000,10000,0,34.8545,34.9025,True
871,160000,10000,1,3.65992,3.70749,True
872,160000,10000,2,34.7446,34.5547,False
873,160000,10000,0,34.5875,34.5093,False
874,160000,10000,1,3.67331,3.70002,True
875,160000,10000,2,34.7436,34.6189,False
876,160000,10000,0,34.683,34.7171,True
877,160000,10000,1,3.74523,3.82797,True
878,160000,10000,2,34.8484,34.9443,True
879,160000,10000,0,34.3569,34.2629,False
880,160000,10000,1,3.68555,3.68205,False
881,160000,10000,2,34.556,34.3987,False
882,160000,10000,0,34.8009,34.9385,True
883,160000,10000,1,3.70848,3.71865,True
884,160000,10000,2,34.568,34.5735,True
885,160000,10000,0,34.8943,34.6551,False
886,160000,10000,1,3.72309,3.7398,True
887,160000,10000,2,34.6118,34.746,True
888,160000,10000,0,34.4719,34.4634,False
889,160000,10000,1,3.70835,3.71977,True
890,160000,10000,2,34.4145,34.3404,False
891,160000,10000,0,34.7263,35.0532,True
892,160000,10000,1,3.71301,3.76736,True
893,160000,10000,2,34.6484,34.6827,True
894,160000,10000,0,34.5299,34.5803,True
895,160000,10000,1,3.74857,3.71252,False
896,160000,10000,2,34.3298,34.9333,True
897,160000,10000,0,34.8441,34.8314,False
898,160000,10000,1,3.73694,3.78127,True
899,160000,10000,2,34.7834,34.7174,False
900,160000,10000,0,34.731,34.5155,False
901,160000,10000,1,3.75886,3.70824,False
902,160000,10000,2,34.414,34.9272,True
903,160000,10000,0,34.545,34.5686,True
904,160000,10000,1,3.71243,3.71145,False
905,160000,10000,2,34.5961,34.8384,True
906,160000,10000,0,34.9682,35.2572,True
907,160000,10000,1,3.74201,3.72406,False
908,160000,10000,2,34.7057,34.9255,True
909,160000,10000,0,34.7929,34.6692,False
910,160000,10000,1,3.6556,3.70229,True
911,160000,10000,2,34.5142,34.4753,False
912,160000,10000,0,34.5081,34.7819,True
913,160000,10000,1,3.74499,3.73296,False
914,160000,10000,2,34.669,35.116,True
915,160000,10000,0,35.0169,35.0681,True
916,160000,10000,1,3.7709,3.68425,False
917,160000,10000,2,34.9089,35.4052,True
918,160000,10000,0,35.1175,34.6853,False
919,160000,10000,1,3.7515,3.77869,True
920,160000,10000,2,34.7765,34.7803,True
921,160000,10000,0,34.4879,34.7925,True
922,160000,10000,1,3.73484,3.73344,False
923,160000,10000,2,34.7225,34.8497,True
924,160000,10000,0,34.6387,34.6556,True
925,160000,10000,1,3.73326,3.73931,True
926,160000,10000,2,34.7417,34.8686,True
927,160000,10000,0,34.2674,34.342,True
928,160000,10000,1,3.70099,3.75009,True
929,160000,10000,2,34.5279,34.5063,False
930,160000,10000,0,34.4405,34.422,False
931,160000,10000,1,3.69013,3.64498,False
932,160000,10000,2,34.1301,34.4111,True
933,160000,10000,0,34.3283,34.1345,False
934,160000,10000,1,3.65237,3.65083,False
935,160000,10000,2,34.1923,34.2601,True
936,160000,10000,0,34.2274,34.3428,True
937,160000,10000,1,3.65188,3.6047,False
938,160000,10000,2,34.3257,34.3132,False
939,160000,10000,0,33.9134,34.4872,True
940,160000,10000,1,3.66118,3.67788,True
941,160000,10000,2,34.4715,34.2191,False
942,160000,10000,0,34.1266,33.9768,False
943,160000,10000,1,3.65623,3.58025,False
944,160000,10000,2,34.1541,34.2128,True
945,160000,10000,0,33.9178,34.042,True
946,160000,10000,1,3.63367,3.68549,True
947,160000,10000,2,34.6683,34.835,True
948,160000,10000,0,34.4851,34.4242,False
949,160000,10000,1,3.6948,3.65115,False
950,160000,10000,2,34.1795,34.263,True
951,160000,10000,0,33.8075,34.0157,True
952,160000,10000,1,3.66983,3.7241,True
953,160000,10000,2,34.4456,34.3304,False
954,160000,10000,0,34.1915,34.1469,False
955,160000,10000,1,3.66734,3.60711,False
956,160000,10000,2,34.0199,34.297,True
957,160000,10000,0,34.2116,34.2709,True
958,160000,10000,1,3.62518,3.65454,True
959,160000,10000,2,34.302,34.2605,False
960,160000,10000,0,34.3957,34.3006,False
961,160000,10000,1,3.63686,3.64828,True
962,160000,10000,2,33.8853,34.0535,True
963,160000,10000,0,34.1196,34.0921,False
964,160000,10000,1,3.64255,3.68868,True
965,160000,10000,2,34.1572,34.1707,True
966,160000,10000,0,34.25,34.4468,True
967,160000,10000,1,3.60817,3.6152,True
968,160000,10000,2,33.9118,33.4034,False
969,160000,10000,0,33.9621,33.8071,False
970,160000,10000,1,3.62668,3.60976,False
971,160000,10000,2,33.9037,33.6889,False
972,160000,10000,0,33.631,33.6948,True
973,160000,10000,1,3.65527,3.58838,False
974,160000,10000,2,33.4551,33.6899,True
975,160000,10000,0,34.2605,33.7335,False
976,160000,10000,1,3.58922,3.69359,True
977,160000,10000,2,33.5691,33.5364,False
978,160000,10000,0,33.743,33.7044,False
979,160000,10000,1,3.61152,3.60825,False
980,160000,10000,2,33.6758,33.8061,True
981,160000,10000,0,34.0401,33.654,False
982,160000,10000,1,3.62499,3.60097,False
983,160000,10000,2,33.9478,33.831,False
984,160000,10000,0,33.3576,33.5951,True
985,160000,10000,1,3.45133,3.51343,True
986,160000,10000,2,33.387,33.7092,True
987,160000,10000,0,33.4999,33.351,False
988,160000,10000,1,3.60603,3.58761,False
989,160000,10000,2,33.7106,33.4338,False
990,160000,10000,0,33.5129,33.4471,False
991,160000,10000,1,3.54898,3.57018,True
992,160000,10000,2,33.4197,33.8908,True
993,160000,10000,0,33.6531,33.548,False
994,160000,10000,1,3.54003,3.59076,True
995,160000,10000,2,33.5308,33.9523,True
996,160000,10000,0,33.3,33.4978,True
997,160000,10000,1,3.62119,3.59787,False
998,160000,10000,2,34.0549,33.9397,False
999,160000,10000,0,34.0831,34.1223,True
1000,160000,10000,1,3.61607,3.6576,True
1001,160000,10000,2,33.6602,33.6768,True
1002,160000,10000,0,33.4937,33.7754,True
1003,160000,10000,1,3.58063,3.5454,False
1004,160000,10000,2,33.6516,33.5309,False
1005,160000,10000,0,33.4635,34.1664,True
1006,160000,10000,1,3.55732,3.54284,False
1007,160000,10000,2,33.3672,33.7131,True
1008,160000,10000,0,34.3883,33.4324,False
1009,160000,10000,1,3.63504,3.59893,False
1010,160000,10000,2,33.6159,33.5249,False
1011,160000,10000,0,33.6524,33.8492,True
1012,160000,10000,1,3.6011,3.59096,False
1013,160000,10000,2,34.0427,34.0503,True
1014,160000,10000,0,34.069,34.2328,True
1015,160000,10000,1,3.68058,3.66535,False
1016,160000,10000,2,34.1418,34.5221,True
1017,160000,10000,0,34.6832,35.4112,True
1018,160000,10000,1,3.76429,3.6896,False
1019,160000,10000,2,34.8453,35.5111,True
1020,160000,10000,0,34.891,34.8651,False
1021,160000,10000,1,3.72618,3.66388,False
1022,160000,10000,2,34.8287,34.307,False
1023,160000,10000,0,34.7998,34.8757,True
1024,160000,10000,1,3.80608,3.67752,False
1025,160000,10000,2,34.5562,34.1286,False
1026,160000,10000,0,34.4372,34.3489,False
1027,160000,10000,1,3.80315,3.71844,False
1028,160000,10000,2,35.1106,34.7993,False
1029,160000,10000,0,34.652,34.5623,False
1030,160000,10000,1,3.70747,3.71397,True
1031,160000,10000,2,34.5991,34.5984,False
1032,160000,10000,0,34.5597,34.3214,False
1033,160000,10000,1,3.67986,3.71358,True
1034,160000,10000,2,34.7409,34.5608,False
1035,160000,10000,0,34.7158,35.506,True
1036,160000,10000,1,3.73021,3.71784,False
1037,160000,10000,2,34.5359,34.6192,True
1038,160000,10000,0,34.6249,34.7079,True
1039,160000,10000,1,3.75771,3.74085,False
1040,160000,10000,2,34.6688,34.3396,False
1041,160000,10000,0,34.0136,33.8335,False
1042,160000,10000,1,3.64824,3.6833,True
1043,160000,10000,2,34.4676,34.6494,True
1044,160000,10000,0,34.5363,34.5039,False
1045,160000,10000,1,3.69276,3.70177,True
1046,160000,10000,2,34.4877,34.5476,True
1047,160000,10000,0,34.5826,34.5256,False
1048,160000,10000,1,3.68785,3.68409,False
1049,160000,10000,2,34.3555,34.4212,True
1050,160000,10000,0,34.5765,34.5005,False
1051,160000,10000,1,3.65058,3.67502,True
1052,160000,10000,2,34.2192,34.1397,False
1053,160000,10000,0,33.8764,33.3971,False
1054,160000,10000,1,3.61535,3.73902,True
1055,160000,10000,2,34.0314,34.4171,True
1056,160000,10000,0,34.5188,34.7909,True
1057,160000,10000,1,3.71472,3.8026,True
1058,160000,10000,2,34.4685,34.64,True
1059,160000,10000,0,34.2311,34.3509,True
1060,160000,10000,1,3.64883,3.70934,True
1061,160000,10000,2,34.4232,34.4522,True
1062,160000,10000,0,34.2047,34.3325,True
1063,160000,10000,1,3.68819,3.64297,False
1064,160000,10000,2,34.4173,34.3456,False
1065,160000,10000,0,34.2782,34.4928,True
1066,160000,10000,1,3.68403,3.60997,False
1067,160000,10000,2,33.9271,34.0801,True
1068,160000,10000,0,33.6159,34.0197,True
1069,160000,10000,1,3.63204,3.68291,True
1070,160000,10000,2,33.9762,34.0187,True
1071,160000,10000,0,35.2031,34.5555,False
1072,160000,10000,1,3.68994,3.63335,False
1073,160000,10000,2,34.2352,34.656,True
1074,160000,10000,0,34.8308,34.5542,False
1075,160000,10000,1,3.71504,3.68947,False
1076,160000,10000,2,34.5563,34.4977,False
1077,160000,10000,0,34.4065,34.4226,True
1078,160000,10000,1,3.75789,3.77591,True
1079,160000,10000,2,34.7851,34.7936,True
1080,160000,10000,0,34.5111,34.4424,False
1081,160000,10000,1,3.77276,3.71587,False
1082,160000,10000,2,34.6193,34.4296,False
1083,160000,10000,0,34.5599,34.5118,False
1084,160000,10000,1,3.72166,3.68589,False
1085,160000,10000,2,34.4621,34.3561,False
1086,160000,10000,0,34.5096,34.5123,True
1087,160000,10000,1,3.76205,3.77545,True
1088,160000,10000,2,34.6106,34.641,True
1089,160000,10000,0,34.3453,34.443,True
1090,160000,10000,1,3.73786,3.73758,False
1091,160000,10000,2,34.6229,34.2705,False
1092,190000,10000,0,28.285,28.0844,False
1093,190000,10000,1,3.73801,3.74084,True
1094,190000,10000,2,28.2487,28.1993,False
1095,190000,10000,0,28.3042,28.3073,True
1096,190000,10000,1,3.72952,3.71489,False
1097,190000,10000,2,28.2227,28.02,False
1098,190000,10000,0,28.1893,28.3295,True
1099,190000,10000,1,3.65651,3.76432,True
1100,190000,10000,2,28.437,28.0622,False
1101,190000,10000,0,28.1278,27.8776,False
1102,190000,10000,1,3.64369,3.6437,True
1103,190000,10000,2,27.9069,27.9284,True
1104,190000,10000,0,27.7802,27.6807,False
1105,190000,10000,1,3.66845,3.69372,True
1106,190000,10000,2,27.5898,27.9804,True
1107,190000,10000,0,27.9465,26.9995,False
1108,190000,10000,1,3.51821,3.53657,True
1109,190000,10000,2,26.8571,27.394,True
1110,190000,10000,0,27.0346,27.1566,True
1111,190000,10000,1,3.55921,3.57751,True
1112,190000,10000,2,27.7669,27.3743,False
1113,190000,10000,0,27.3747,27.5714,True
1114,190000,10000,1,3.63552,3.71474,True
1115,190000,10000,2,27.3084,27.185,False
1116,190000,10000,0,27.5906,27.6263,True
1117,190000,10000,1,3.68242,3.64876,False
1118,190000,10000,2,27.6393,27.6333,False
1119,190000,10000,0,27.2028,27.1297,False
1120,190000,10000,1,3.55058,3.62099,True
1121,190000,10000,2,27.089,27.3685,True
1122,190000,10000,0,27.6334,27.7333,True
1123,190000,10000,1,3.58446,3.64307,True
1124,190000,10000,2,27.5752,27.7158,True
1125,190000,10000,0,27.3678,27.4051,True
1126,190000,10000,1,3.63769,3.63784,True
1127,190000,10000,2,27.0095,27.2284,True
1128,190000,10000,0,27.4032,27.3062,False
1129,190000,10000,1,3.57879,3.67722,True
1130,190000,10000,2,27.5718,27.6481,True
1131,190000,10000,0,27.7005,27.7114,True
1132,190000,10000,1,3.75047,3.70603,False
1133,190000,10000,2,27.5018,27.509,True
1134,190000,10000,0,27.4101,27.6507,True
1135,190000,10000,1,3.65369,3.64183,False
1136,190000,10000,2,27.1642,27.7437,True
1137,190000,10000,0,29.6532,29.1935,False
1138,190000,10000,1,4.02151,3.89111,False
1139,190000,10000,2,29.3037,28.6077,False
1140,190000,10000,0,29.7228,29.3125,False
1141,190000,10000,1,3.90286,3.96968,True
1142,190000,10000,2,29.738,28.8144,False
1143,190000,10000,0,29.6653,27.8959,False
1144,190000,10000,1,3.61112,3.56303,False
1145,190000,10000,2,27.13,26.8989,False
1146,190000,10000,0,27.3346,27.4151,True
1147,190000,10000,1,3.46516,3.51716,True
1148,190000,10000,2,26.9977,27.3572,True
1149,190000,10000,0,27.548,27.4253,False
1150,190000,10000,1,3.63734,3.64983,True
1151,190000,10000,2,27.0692,27.4334,True
1152,190000,10000,0,27.0899,26.9258,False
1153,190000,10000,1,3.52545,3.53902,True
1154,190000,10000,2,26.97,26.9177,False
1155,190000,10000,0,26.5614,26.9643,True
1156,190000,10000,1,3.47733,3.51161,True
1157,190000,10000,2,27.188,26.9767,False
1158,190000,10000,0,27.7225,27.5194,False
1159,190000,10000,1,3.67966,3.69619,True
1160,190000,10000,2,27.3863,27.627,True
1161,190000,10000,0,27.5147,27.5667,True
1162,190000,10000,1,3.69862,3.66297,False
1163,190000,10000,2,27.4488,27.7331,True
1164,190000,10000,0,27.6218,27.8796,True
1165,190000,10000,1,3.68197,3.6842,True
1166,190000,10000,2,27.4923,27.5315,True
1167,190000,10000,0,27.7266,27.8388,True
1168,190000,10000,1,3.67323,3.69198,True
1169,190000,10000,2,27.7195,27.2759,False
1170,190000,10000,0,27.9132,27.7461,False
1171,190000,10000,1,3.63292,3.70494,True
1172,190000,10000,2,27.6767,28.0875,True
1173,190000,10000,0,27.4361,27.2097,False
1174,190000,10000,1,3.65264,3.61842,False
1175,190000,10000,2,27.1294,27.4432,True
1176,190000,10000,0,27.4163,27.7628,True
1177,190000,10000,1,3.63794,3.61909,False
1178,190000,10000,2,27.3506,27.5245,True
1179,190000,10000,0,27.4775,27.4819,True
1180,190000,10000,1,3.66031,3.59989,False
1181,190000,10000,2,27.5447,27.3087,False
1182,190000,10000,0,27.3293,27.3832,True
1183,190000,10000,1,3.62817,3.6632,True
1184,190000,10000,2,27.7969,27.272,False
1185,190000,10000,0,27.6858,27.3928,False
1186,190000,10000,1,3.64134,3.61931,False
1187,190000,10000,2,27.4547,27.1668,False
1188,190000,10000,0,27.0828,26.8436,False
1189,190000,10000,1,3.61198,3.53342,False
1190,190000,10000,2,27.6401,27.1722,False
1191,190000,10000,0,27.0651,27.481,True
1192,190000,10000,1,3.51083,3.58113,True
1193,190000,10000,2,26.9278,27.0897,True
1194,190000,10000,0,26.7296,27.5837,True
1195,190000,10000,1,3.62445,3.67176,True
1196,190000,10000,2,27.2362,27.0656,False
1197,190000,10000,0,26.8601,26.6123,False
1198,190000,10000,1,3.46221,3.41868,False
1199,190000,10000,2,26.2783,26.2163,False
